Stationsindex;Datum;VGSL;VPGB;VPGH;TS05;TS10;TS20;TS50;TS100;ZFUMI;BF10;BF20;BF30;BF40;BF50;BF60;BFGSL;BFGLS;TSLS05;TSSL05;ZTKMI;ZTUMI;VPGPM;VPMB;VPWB;VPZB;VGLS;VWLS;VWSL;BFWLS;BFWSL;eor
         2932;20210621;    4.3;    6.1;    5.4;   26.1;   25.9;   25.0;   21.7;   17.3;    0;   54;    5;   22;   49;   59;   65;   42;   51;   26.0;   26.2;    0;    0;    5.6;    5.2;    6.1;    6.9;    4.8;    3.8;    3.9;   36;   42;eor                                                            
         2932;20210622;    1.7;    2.7;    2.0;   22.3;   22.7;   23.2;   21.6;   17.6;    0;   43;    9;   22;   49;   59;   64;   41;   49;   21.9;   22.2;    0;    0;    2.8;    2.5;    2.4;    2.9;    2.0;    2.1;    1.8;   34;   41;eor                                                            
         2932;20210623;    1.8;    2.2;    1.5;   20.2;   20.6;   21.2;   21.0;   17.8;    0;   37;   10;   21;   48;   59;   64;   40;   47;   20.6;   20.1;    0;    0;    2.4;    2.1;    2.1;    2.3;    1.9;    2.0;    1.8;   32;   40;eor                                                            
         2932;20210624;    1.3;    1.4;    1.6;   19.4;   19.8;   20.4;   20.3;   17.8;    0;   45;   14;   21;   48;   59;   64;   42;   50;   19.7;   19.4;    0;    0;    1.6;    1.4;    1.4;    1.5;    1.4;    1.3;    1.2;   35;   41;eor                                                            
         2932;20210625;    2.1;    2.6;    2.3;   20.9;   20.6;   20.2;   19.7;   17.8;    0;   38;   14;   20;   48;   59;   64;   41;   48;   21.2;   20.9;    0;    0;    2.8;    2.4;    2.3;    2.8;    2.2;    2.2;    2.0;   33;   40;eor                                                            
         2932;20210626;    2.6;    3.8;    4.6;   23.6;   22.9;   21.5;   19.6;   17.7;    0;   31;   12;   20;   47;   59;   64;   39;   45;   23.6;   23.6;    0;    0;    4.1;    3.8;    3.6;    4.0;    2.7;    3.1;    2.8;   29;   38;eor                                                            
         2932;20210627;    3.4;    5.2;    6.0;   25.5;   24.6;   22.9;   20.0;   17.6;    0;   21;    9;   19;   47;   59;   64;   36;   40;   26.2;   25.5;    0;    0;    5.2;    5.2;    5.0;    5.8;    3.7;    4.3;    3.8;   24;   36;eor                                                            
         2932;20210628;    3.3;    5.5;    6.7;   27.4;   26.5;   24.6;   20.6;   17.6;    0;   12;    6;   18;   46;   59;   64;   34;   36;   27.1;   27.6;    0;    0;    5.1;    5.6;    5.1;    6.2;    3.4;    3.7;    3.7;   20;   33;eor                                                            
         2932;20210629;    2.3;    3.0;    2.0;   25.2;   25.0;   24.4;   21.3;   17.7;    0;    9;    5;   17;   46;   59;   64;   33;   35;   24.5;   25.2;    0;    0;    3.2;    3.0;    2.9;    3.4;    2.2;    2.2;    2.3;   19;   33;eor                                                            
         2932;20210630;    2.0;    2.4;    1.9;   20.8;   21.6;   22.4;   21.3;   17.9;    0;   52;    9;   17;   46;   59;   64;   41;   48;   20.4;   20.8;    0;    0;    2.2;    2.4;    2.7;    2.8;    2.2;    2.1;    2.2;   32;   40;eor                                                            
         2932;20210701;    1.4;    2.0;    1.6;   17.3;   18.2;   19.6;   20.5;   18.1;    0;   44;   13;   17;   46;   59;   64;   40;   47;   17.3;   17.2;    0;    0;    2.0;    1.8;    1.4;    2.4;    1.5;    1.2;    1.2;   30;   39;eor                                                            
         2932;20210702;    1.8;    2.6;    1.7;   19.4;   19.3;   19.1;   19.5;   18.1;    0;   38;   13;   16;   45;   58;   64;   39;   45;   19.3;   19.4;    0;    0;    2.6;    2.4;    2.0;    2.9;    1.9;    1.7;    1.6;   28;   38;eor                                                            
         2932;20210703;    2.8;    4.1;    4.3;   22.9;   22.0;   20.7;   19.2;   17.9;    0;   29;   11;   16;   45;   58;   64;   37;   41;   22.8;   22.8;    0;    0;    4.5;    4.2;    3.6;    4.7;    3.0;    3.0;    2.9;   25;   36;eor                                                            
         2932;20210704;    3.5;    5.5;    6.2;   24.7;   23.9;   22.4;   19.7;   17.8;    0;   19;    8;   15;   44;   58;   63;   35;   36;   25.3;   24.7;    0;    0;    5.2;    5.7;    4.8;    6.2;    3.9;    3.7;    3.6;   21;   34;eor                                                            
         2932;20210705;    3.4;    3.9;    2.5;   23.1;   23.0;   22.6;   20.2;   17.8;    0;   15;    6;   14;   44;   58;   63;   34;   34;   23.2;   23.1;    0;    0;    3.6;    4.1;    3.8;    4.6;    3.5;    3.1;    3.2;   19;   33;eor                                                            
         2932;20210706;    4.0;    4.5;    0.4;   22.6;   22.5;   22.1;   20.3;   17.9;    0;   26;    5;   14;   44;   58;   63;   35;   37;   22.5;   22.6;    0;    0;    4.0;    4.6;    3.8;    5.3;    4.0;    3.0;    3.2;   23;   35;eor                                                            
         2932;20210707;    2.7;    3.0;    2.6;   21.1;   21.1;   21.1;   20.2;   17.9;    0;   41;    8;   13;   43;   58;   63;   38;   41;   21.2;   21.0;    0;    0;    2.8;    3.2;    2.9;    3.5;    3.0;    2.5;    2.5;   27;   37;eor                                                            
         2932;20210708;    1.4;    1.6;    0.9;   20.1;   20.3;   20.5;   20.0;   18.0;    0;   38;   10;   13;   43;   58;   63;   37;   40;   20.0;   20.0;    0;    0;    1.7;    1.7;    1.6;    1.8;    1.6;    1.4;    1.4;   27;   37;eor                                                            
         2932;20210709;    1.1;    1.1;    0.1;   17.2;   17.9;   19.0;   19.6;   18.0;    0;  106;   86;   33;   43;   58;   63;   65;   87;   16.9;   17.1;    0;    0;    0.8;    1.4;    1.3;    1.2;    1.1;    1.3;    1.2;   73;   64;eor                                                            
         2932;20210710;    4.0;    4.1;    3.5;   21.2;   20.3;   19.1;   18.9;   18.0;    0;   92;   74;   45;   43;   57;   63;   62;   83;   21.4;   21.2;    0;    0;    4.0;    4.1;    3.3;    4.5;    4.1;    3.3;    3.3;   69;   62;eor                                                            
         2932;20210711;    4.2;    4.2;    3.5;   23.0;   22.4;   21.2;   19.1;   17.8;    0;  103;   78;   52;   43;   57;   63;   66;   89;   22.7;   22.9;    0;    0;    3.8;    4.2;    3.2;    4.6;    4.1;    3.2;    3.2;   77;   66;eor                                                            
         2932;20210712;    4.0;    4.4;    4.3;   24.2;   23.4;   22.0;   19.6;   17.8;    0;   89;   73;   54;   44;   56;   63;   63;   84;   24.3;   24.2;    0;    0;    4.4;    4.4;    3.4;    4.7;    4.2;    3.4;    3.4;   73;   64;eor                                                            
         2932;20210713;    4.3;    4.3;    5.0;   24.6;   24.1;   23.0;   20.1;   17.8;    0;  103;   90;   61;   46;   56;   63;   70;   96;   24.2;   24.6;    0;    0;    3.9;    4.7;    3.4;    4.8;    4.3;    3.4;    3.4;   85;   71;eor                                                            
         2932;20210714;    2.9;    2.9;    2.3;   21.6;   22.0;   22.2;   20.5;   17.9;    0;   96;   84;   64;   48;   55;   63;   68;   93;   21.5;   21.6;    0;    0;    2.9;    3.1;    2.3;    3.2;    2.9;    2.3;    2.3;   84;   70;eor                                                            
         2932;20210715;    3.4;    3.4;    3.9;   23.7;   23.1;   22.0;   20.3;   18.1;    0;   95;   81;   65;   50;   55;   62;   68;   93;   23.6;   23.7;    0;    0;    3.7;    3.8;    3.0;    3.7;    3.4;    3.0;    3.0;   83;   70;eor                                                            
         2932;20210716;    2.5;    2.9;    2.5;   22.4;   22.3;   22.0;   20.5;   18.2;    0;   87;   77;   65;   51;   55;   62;   66;   89;   22.5;   22.4;    0;    0;    3.0;    2.7;    2.0;    3.1;    2.7;    2.0;    2.0;   81;   69;eor                                                            
         2932;20210717;    3.2;    3.2;    2.8;   21.6;   21.6;   21.6;   20.4;   18.2;    0;  103;   91;   68;   53;   55;   62;   72;   99;   21.7;   21.6;    0;    0;    2.8;    4.0;    3.1;    3.6;    3.2;    3.1;    3.1;   91;   74;eor                                                            
         2932;20210718;    4.4;    4.8;    4.4;   23.6;   23.0;   21.9;   20.3;   18.3;    0;   90;   84;   69;   55;   55;   62;   69;   93;   23.5;   23.6;    0;    0;    4.8;    5.0;    3.4;    5.1;    4.6;    3.4;    3.4;   87;   72;eor                                                            
         2932;20210719;    3.2;    3.9;    3.2;   21.8;   21.9;   21.9;   20.4;   18.3;    0;   81;   80;   68;   56;   55;   62;   67;   89;   21.9;   21.7;    0;    0;    4.0;    4.2;    2.8;    4.1;    3.1;    2.7;    2.7;   84;   70;eor                                                            
         2932;20210720;    2.4;    3.0;    3.4;   20.7;   20.8;   21.0;   20.3;   18.4;    0;   75;   76;   67;   57;   55;   62;   65;   86;   21.2;   20.7;    0;    0;    3.1;    3.5;    2.3;    3.3;    2.3;    2.1;    2.1;   81;   69;eor                                                            
         2932;20210721;    1.6;    2.1;    2.5;   20.2;   20.2;   20.3;   20.0;   18.4;    0;   71;   73;   67;   57;   55;   61;   64;   84;   20.1;   20.3;    0;    0;    2.4;    2.7;    1.8;    2.3;    1.6;    1.6;    1.6;   79;   68;eor                                                            
         2932;20210722;    2.4;    3.1;    4.3;   22.7;   22.3;   21.3;   19.9;   18.4;    0;   65;   70;   66;   58;   56;   61;   62;   81;   22.3;   22.7;    0;    0;    3.3;    4.1;    2.7;    3.4;    2.3;    2.3;    2.4;   77;   67;eor                                                            
         2932;20210723;    2.9;    3.8;    4.6;   23.9;   23.3;   22.1;   20.1;   18.3;    0;   58;   65;   65;   58;   56;   61;   60;   78;   23.2;   23.9;    0;    0;    4.2;    4.7;    3.2;    4.1;    2.8;    2.7;    2.8;   74;   65;eor                                                            
         2932;20210724;    3.9;    5.2;    7.0;   25.0;   24.3;   23.1;   20.5;   18.4;    0;   49;   60;   63;   58;   56;   61;   58;   73;   24.4;   24.9;    0;    0;    4.9;    6.7;    4.3;    5.5;    3.7;    3.6;    3.7;   70;   62;eor                                                            
         2932;20210725;    4.0;    4.5;    5.6;   26.5;   25.8;   24.3;   21.0;   18.4;    0;   42;   56;   62;   57;   56;   61;   56;   69;   26.2;   26.4;    0;    0;    4.4;    5.6;    3.9;    4.9;    4.0;    3.8;    3.9;   66;   61;eor                                                            
         2932;20210726;    4.2;    4.2;    5.0;   24.8;   24.7;   24.2;   21.5;   18.6;    0;   39;   51;   61;   57;   56;   61;   54;   66;   24.3;   24.7;    0;    0;    4.0;    5.2;    3.3;    4.5;    4.1;    3.3;    3.3;   64;   60;eor                                                            
         2932;20210727;    3.5;    4.8;    4.5;   23.5;   23.4;   23.1;   21.6;   18.8;    0;   31;   47;   60;   57;   56;   61;   52;   63;   23.2;   23.5;    0;    0;    4.8;    5.4;    3.4;    4.9;    3.0;    2.8;    2.9;   61;   58;eor                                                            
         2932;20210728;    4.1;    4.1;    3.0;   22.5;   22.7;   22.6;   21.4;   18.9;    0;   28;   43;   59;   57;   56;   61;   51;   61;   22.4;   22.5;    0;    0;    3.8;    4.8;    3.2;    4.3;    3.5;    3.2;    3.2;   60;   57;eor                                                            
         2932;20210729;    3.6;    5.0;    4.1;   21.6;   21.7;   21.8;   21.1;   19.0;    0;   20;   38;   58;   56;   56;   60;   48;   59;   21.3;   21.6;    0;    0;    5.1;    5.5;    3.4;    5.0;    2.0;    2.7;    2.8;   57;   56;eor                                                            
         2932;20210730;    3.7;    5.4;    5.2;   22.5;   22.1;   21.6;   20.8;   19.0;    0;   12;   32;   57;   56;   56;   60;   46;   56;   22.5;   22.6;    0;    0;    5.3;    6.0;    4.0;    5.4;    1.9;    3.1;    3.2;   53;   53;eor                                                            
         2932;20210731;    3.0;    5.3;    4.4;   22.0;   22.1;   22.0;   20.8;   19.0;    0;    6;   27;   56;   55;   56;   60;   43;   54;   21.3;   22.0;    0;    0;    5.6;    5.7;    3.6;    5.3;    1.7;    2.8;    2.9;   50;   52;eor                                                            
         2932;20210801;    2.1;    2.2;    2.1;   19.9;   20.3;   20.8;   20.6;   19.0;    0;   31;   26;   55;   55;   56;   60;   47;   60;   19.3;   19.9;    0;    0;    2.4;    2.9;    1.9;    2.5;    2.0;    1.9;    1.9;   57;   55;eor                                                            
         2932;20210802;    3.5;    3.5;    3.1;   19.5;   19.6;   19.9;   20.2;   19.0;    0;   33;   23;   54;   55;   56;   60;   47;   60;   19.4;   19.5;    0;    0;    3.3;    4.6;    3.0;    3.9;    3.5;    3.0;    3.0;   57;   55;eor                                                            
         2932;20210803;    3.0;    3.0;    3.1;   21.2;   21.0;   20.6;   19.9;   18.9;    0;   28;   21;   53;   55;   56;   60;   45;   57;   20.9;   21.2;    0;    0;    3.0;    3.1;    2.9;    3.1;    3.0;    1.7;    1.9;   56;   55;eor                                                            
         2932;20210804;    3.2;    3.2;    2.7;   21.7;   21.4;   20.8;   19.9;   18.8;    0;   24;   18;   53;   54;   56;   60;   44;   55;   21.7;   21.7;    0;    0;    3.2;    3.2;    3.2;    3.2;    3.1;    2.0;    2.2;   56;   55;eor                                                            
         2932;20210805;    1.4;    1.7;    1.7;   19.9;   20.2;   20.5;   20.0;   18.7;    0;   21;   17;   52;   54;   56;   60;   43;   54;   20.0;   19.9;    0;    0;    1.9;    1.8;    1.6;    1.8;    1.3;    0.6;    0.7;   56;   55;eor                                                            
         2932;20210806;    2.7;    2.7;    1.7;   20.0;   20.0;   20.0;   19.7;   18.7;    0;   25;   15;   51;   54;   56;   60;   43;   54;   20.0;   20.0;    0;    0;    2.7;    3.0;    2.6;    2.9;    2.4;    2.6;    2.6;   56;   55;eor                                                            
         2932;20210807;    2.8;    3.5;    3.4;   20.3;   20.2;   20.0;   19.6;   18.6;    0;   19;   13;   50;   54;   56;   60;   42;   52;   20.1;   20.2;    0;    0;    3.5;    3.6;    3.4;    3.6;    2.2;    1.3;    1.5;   56;   54;eor                                                            
         2932;20210808;    2.3;    3.6;    3.1;   19.4;   19.6;   19.7;   19.5;   18.5;    0;   13;   10;   49;   54;   56;   60;   40;   51;   19.1;   19.3;    0;    0;    4.0;    3.4;    3.6;    3.4;    0.9;    0.7;    1.0;   55;   54;eor                                                            
         2932;20210809;    2.1;    3.9;    4.6;   19.8;   19.7;   19.5;   19.3;   18.5;    0;    8;    8;   48;   53;   55;   60;   39;   50;   19.8;   19.8;    0;    0;    3.9;    3.8;    3.8;    3.9;    0.6;    0.7;    1.0;   54;   53;eor                                                            
         2932;20210810;    2.0;    3.4;    3.7;   19.7;   19.6;   19.6;   19.2;   18.4;    0;    5;    6;   48;   53;   55;   60;   38;   50;   19.8;   19.8;    0;    0;    3.3;    3.6;    3.1;    3.4;    1.0;    1.3;    1.4;   54;   53;eor                                                            
         2932;20210811;    1.1;    3.2;    3.3;   21.7;   21.3;   20.4;   19.2;   18.3;    0;    3;    5;   47;   53;   55;   60;   37;   49;   21.6;   21.8;    0;    0;    3.6;    3.1;    3.2;    3.2;    0.4;    0.5;    0.7;   53;   52;eor                                                            
         2932;20210812;    1.0;    4.3;    4.8;   23.4;   22.7;   21.4;   19.5;   18.3;    0;    2;    4;   46;   53;   55;   60;   37;   48;   22.8;   23.4;    0;    0;    4.2;    4.4;    4.2;    4.3;    0.5;    0.7;    0.9;   52;   52;eor                                                            
         2932;20210813;    1.0;    5.0;    5.8;   25.3;   24.5;   23.0;   20.1;   18.3;    0;    1;    3;   45;   52;   55;   60;   36;   48;   24.5;   25.3;    0;    0;    4.8;    5.1;    4.9;    5.0;    0.7;    1.0;    1.3;   51;   51;eor                                                            
         2932;20210814;    0.7;    4.6;    5.5;   24.3;   24.0;   23.3;   20.7;   18.4;    0;    0;    2;   44;   52;   55;   60;   36;   47;   23.7;   24.2;    0;    0;    4.8;    4.7;    4.5;    4.5;    0.5;    0.6;    0.9;   51;   51;eor                                                            
         2932;20210815;    0.6;    4.0;    5.1;   24.1;   23.7;   23.0;   21.0;   18.6;    0;    0;    2;   43;   52;   55;   59;   35;   47;   23.9;   24.0;    0;    0;    4.0;    4.1;    4.0;    4.0;    0.5;    0.5;    0.8;   50;   50;eor                                                            
         2932;20210816;    2.5;    3.8;    3.7;   21.4;   22.0;   22.4;   21.1;   18.7;    0;    8;    2;   43;   51;   55;   59;   36;   48;   21.1;   21.3;    0;    0;    3.9;    4.0;    3.7;    3.7;    2.8;    3.7;    3.7;   52;   51;eor                                                            
         2932;20210817;    1.0;    2.9;    2.5;   16.8;   17.8;   19.3;   20.6;   18.9;    0;    5;    2;   42;   51;   55;   59;   36;   47;   16.2;   16.7;    0;    0;    3.4;    2.4;    3.0;    2.6;    0.9;    0.5;    0.6;   51;   51;eor                                                            
         2932;20210818;    0.7;    2.5;    2.6;   17.5;   17.7;   18.3;   19.6;   18.9;    0;    3;    2;   41;   51;   55;   59;   35;   47;   17.1;   17.4;    0;    0;    2.9;    2.1;    2.6;    2.2;    0.4;    0.4;    0.5;   51;   50;eor                                                            
         2932;20210819;    0.5;    2.0;    1.6;   18.6;   18.6;   18.7;   19.1;   18.7;    0;    2;    2;   41;   51;   55;   59;   35;   46;   18.7;   18.6;    0;    0;    2.5;    1.7;    2.1;    1.8;    0.3;    0.3;    0.4;   51;   51;eor                                                            
         2932;20210820;    0.4;    2.4;    3.0;   20.1;   19.9;   19.4;   19.0;   18.6;    0;    2;    2;   40;   51;   54;   59;   35;   46;   20.2;   20.1;    0;    0;    2.8;    2.4;    2.5;    2.4;    0.3;    0.3;    0.5;   51;   50;eor                                                            
         2932;20210821;    0.5;    3.5;    4.6;   21.3;   20.7;   19.9;   19.1;   18.4;    0;    1;    1;   40;   51;   54;   59;   34;   45;   21.2;   21.3;    0;    0;    3.7;    3.5;    3.5;    3.5;    0.4;    0.5;    0.6;   50;   50;eor                                                            
         2932;20210822;    1.5;    1.9;    1.4;   20.3;   20.5;   20.5;   19.4;   18.3;    0;   92;   21;   39;   51;   54;   59;   53;   77;   19.9;   20.3;    0;    0;    2.1;    2.3;    1.8;    2.0;    1.7;    1.8;    1.8;   82;   69;eor                                                            
         2932;20210823;    1.1;    1.1;    0.5;   15.9;   16.7;   18.0;   19.2;   18.4;    0;  109;  109;   95;   58;   54;   59;   81;  124;   15.7;   15.9;    0;    0;    1.0;    2.8;    0.6;    1.4;    1.1;    0.6;    0.6;  131;   97;eor                                                            
         2932;20210824;    2.3;    2.3;    2.9;   16.8;   16.9;   17.2;   18.4;   18.3;    0;  102;  103;   89;   65;   55;   59;   79;  120;   16.9;   16.8;    0;    0;    2.5;    1.9;    2.4;    2.1;    2.3;    2.4;    2.4;  124;   96;eor                                                            
         2932;20210825;    2.7;    2.7;    2.5;   18.3;   18.0;   17.7;   18.1;   18.2;    0;  104;   99;   87;   68;   57;   59;   79;  116;   18.0;   18.2;    0;    0;    2.8;    2.2;    2.9;    2.5;    2.7;    2.9;    2.9;  119;   96;eor                                                            
         2932;20210826;    1.7;    1.7;    1.1;   16.4;   17.0;   17.8;   18.1;   18.0;    0;  104;  102;   86;   70;   58;   59;   80;  114;   15.9;   16.3;    0;    0;    1.7;    2.3;    1.5;    2.0;    1.7;    1.4;    1.5;  117;   98;eor                                                            
         2932;20210827;    1.4;    1.4;    1.5;   14.9;   15.3;   16.2;   17.7;   17.9;    0;  110;  114;  109;   90;   61;   59;   90;  128;   14.6;   14.9;    0;    0;    1.2;    2.2;    1.0;    1.6;    1.4;    1.0;    1.0;  133;  109;eor                                                            
         2932;20210828;    1.8;    1.8;    1.9;   16.4;   16.3;   16.3;   17.2;   17.7;    0;  107;  109;  107;   96;   67;   60;   91;  124;   16.2;   16.4;    0;    0;    1.8;    1.9;    1.7;    1.9;    1.8;    1.7;    1.7;  128;  110;eor                                                            
         2932;20210829;    1.2;    1.2;    0.9;   16.9;   16.9;   17.0;   17.2;   17.5;    0;  109;  112;  110;  103;   72;   61;   95;  125;   16.7;   16.9;    0;    0;    1.1;    2.0;    0.9;    1.3;    1.2;    0.9;    0.9;  131;  113;eor                                                            
         2932;20210830;    1.7;    1.7;    0.4;   17.1;   17.1;   17.1;   17.2;   17.4;    0;  110;  114;  113;  106;   85;   63;   99;  126;   16.9;   17.1;    0;    0;    1.4;    3.0;    1.2;    2.0;    1.7;    1.2;    1.2;  133;  116;eor                                                            
         2932;20210831;    2.2;    2.2;    1.9;   17.6;   17.5;   17.3;   17.2;   17.3;    0;  104;  106;  108;  106;   91;   67;   97;  118;   17.6;   17.6;    0;    0;    2.6;    1.6;    2.5;    2.0;    2.2;    2.5;    2.5;  123;  111;eor                                                            
         2932;20210901;    2.0;    2.0;    2.2;   18.0;   17.8;   17.5;   17.2;   17.2;    0;   98;  104;  104;  103;   93;   71;   95;  112;   17.8;   18.0;    0;    0;    2.4;    1.5;    2.3;    1.8;    2.0;    2.0;    1.9;  115;  107;eor                                                            
         2932;20210902;    1.9;    2.1;    2.3;   19.3;   18.9;   18.3;   17.4;   17.1;    0;   93;  101;  103;  102;   91;   74;   94;  106;   18.9;   19.2;    0;    0;    2.6;    1.7;    2.2;    2.0;    1.8;    1.2;    1.4;  109;  104;eor                                                            
         2932;20210903;    2.2;    2.5;    3.2;   20.1;   19.7;   19.0;   17.7;   17.1;    0;   88;   98;  102;  100;   90;   76;   92;  101;   20.2;   20.0;    0;    0;    2.9;    2.1;    2.7;    2.4;    2.0;    1.1;    1.4;  104;  102;eor                                                            
         2932;20210904;    0.8;    0.9;    1.0;   16.9;   17.4;   18.2;   17.9;   17.1;    0;   86;   97;  101;   99;   89;   77;   91;   98;   17.2;   16.8;    0;    0;    1.4;    0.8;    1.0;    0.9;    0.7;    0.4;    0.5;  102;  100;eor                                                            
         2932;20210905;    1.2;    1.5;    1.8;   16.8;   16.8;   17.1;   17.6;   17.1;    0;   84;   95;  100;   97;   89;   78;   90;   96;   17.2;   16.8;    0;    0;    1.9;    1.2;    1.6;    1.4;    1.1;    0.6;    0.7;   99;   99;eor                                                            
         2932;20210906;    2.0;    2.4;    3.1;   19.5;   18.9;   18.1;   17.4;   17.1;    0;   79;   92;   99;   96;   88;   78;   89;   94;   19.9;   19.6;    0;    0;    2.7;    2.2;    2.5;    2.4;    1.9;    0.8;    1.0;   98;   98;eor                                                            
         2932;20210907;    2.0;    2.5;    2.9;   21.3;   20.8;   19.7;   17.8;   17.1;    0;   75;   89;   98;   95;   88;   78;   87;   91;   21.0;   21.3;    0;    0;    2.6;    2.3;    2.6;    2.5;    1.9;    0.8;    1.0;   97;   97;eor                                                            
         2932;20210908;    2.2;    2.8;    3.8;   20.7;   20.5;   19.9;   18.3;   17.1;    0;   70;   86;   97;   94;   88;   79;   86;   89;   20.0;   20.7;    0;    0;    3.0;    2.5;    3.0;    2.7;    2.1;    0.8;    1.0;   95;   96;eor                                                            
         2932;20210909;    2.4;    3.1;    4.7;   20.9;   20.5;   19.9;   18.5;   17.2;    0;   64;   83;   96;   93;   87;   79;   84;   86;   20.0;   20.8;    0;    0;    3.4;    3.0;    3.3;    3.0;    2.2;    0.8;    1.1;   94;   95;eor                                                            
         2932;20210910;    2.2;    2.9;    3.4;   22.5;   22.0;   20.9;   18.8;   17.3;    0;   60;   80;   95;   93;   87;   79;   82;   83;   22.0;   22.5;    0;    0;    3.2;    2.7;    3.1;    2.8;    2.1;    0.7;    0.9;   93;   95;eor                                                            
         2932;20210911;    1.6;    2.2;    2.9;   21.7;   21.6;   21.1;   19.2;   17.4;    0;   56;   77;   94;   92;   87;   79;   81;   81;   21.4;   21.7;    0;    0;    2.5;    1.8;    2.4;    2.0;    1.5;    0.5;    0.7;   92;   94;eor                                                            
         2932;20210912;    1.6;    2.1;    2.6;   21.4;   21.2;   20.8;   19.4;   17.6;    0;   53;   75;   93;   91;   86;   79;   80;   79;   21.2;   21.4;    0;    0;    2.3;    1.6;    2.4;    2.0;    1.5;    0.5;    0.7;   91;   94;eor                                                            
         2932;20210913;    1.4;    1.8;    2.3;   21.2;   21.0;   20.7;   19.5;   17.7;    0;   50;   73;   93;   91;   86;   79;   79;   77;   21.1;   21.1;    0;    0;    2.1;    1.6;    2.0;    1.8;    1.3;    0.4;    0.5;   90;   93;eor                                                            
         2932;20210914;    1.8;    2.4;    3.2;   20.7;   20.6;   20.3;   19.4;   17.8;    0;   46;   70;   92;   90;   86;   79;   77;   75;   20.7;   20.7;    0;    0;    2.7;    2.0;    2.7;    2.3;    1.7;    0.5;    0.7;   90;   93;eor                                                            
         2932;20210915;    1.7;    1.7;    0.8;   20.0;   20.1;   20.1;   19.4;   17.9;    0;   54;   69;   91;   89;   85;   79;   78;   76;   19.9;   19.9;    0;    0;    1.6;    2.3;    1.5;    1.8;    1.6;    1.5;    1.5;   92;   94;eor                                                            
         2932;20210916;    1.1;    1.4;    2.1;   18.6;   18.9;   19.3;   19.2;   18.0;    0;   52;   67;   90;   89;   85;   79;   77;   75;   18.5;   18.6;    0;    0;    1.6;    1.2;    1.6;    1.3;    1.0;    0.5;    0.5;   91;   94;eor                                                            
         2932;20210917;    1.0;    1.2;    1.7;   16.9;   17.4;   18.1;   18.8;   18.0;    0;   50;   66;   89;   88;   85;   79;   76;   74;   16.6;   16.9;    0;    0;    1.6;    1.2;    1.3;    1.2;    1.0;    0.5;    0.5;   91;   94;eor                                                            
         2932;20210918;    0.6;    0.8;    0.9;   15.9;   16.3;   17.1;   18.3;   18.0;    0;   49;   65;   89;   88;   85;   79;   76;   73;   15.6;   15.8;    0;    0;    1.1;    0.7;    0.9;    0.7;    0.6;    0.2;    0.3;   90;   94;eor                                                            
         2932;20210919;    0.7;    1.0;    1.4;   14.5;   15.1;   16.2;   17.7;   17.8;    0;   48;   64;   88;   88;   84;   79;   75;   72;   14.6;   14.5;    0;    0;    1.4;    1.1;    1.1;    1.0;    0.7;    0.3;    0.3;   90;   93;eor                                                            
         2932;20210920;    0.7;    1.0;    1.7;   14.3;   14.7;   15.5;   17.1;   17.6;    0;   47;   63;   88;   87;   84;   79;   75;   71;   14.4;   14.3;    0;    0;    1.3;    1.2;    1.0;    1.0;    0.7;    0.3;    0.3;   89;   93;eor                                                            
         2932;20210921;    1.0;    1.3;    1.8;   14.8;   14.9;   15.4;   16.7;   17.4;    0;   45;   62;   87;   87;   84;   79;   74;   70;   14.8;   14.8;    0;    0;    1.7;    1.4;    1.6;    1.3;    0.9;    0.4;    0.4;   89;   93;eor                                                            
         2932;20210922;    1.0;    1.4;    2.1;   15.5;   15.5;   15.7;   16.4;   17.2;    0;   43;   61;   86;   86;   84;   79;   73;   69;   15.3;   15.5;    0;    0;    1.7;    1.3;    1.6;    1.3;    1.0;    0.4;    0.4;   88;   92;eor                                                            
         2932;20210923;    1.7;    2.4;    2.9;   15.7;   15.6;   15.6;   16.3;   17.0;    0;   39;   58;   86;   86;   83;   79;   72;   67;   15.4;   15.7;    0;    0;    2.8;    2.9;    2.9;    2.2;    1.5;    0.7;    0.8;   87;   92;eor                                                            
         2932;20210924;    1.1;    1.5;    1.2;   16.4;   16.4;   16.3;   16.4;   16.8;    0;   37;   57;   85;   86;   83;   79;   71;   66;   16.2;   16.4;    0;    0;    2.0;    1.8;    1.8;    1.4;    0.8;    0.4;    0.5;   86;   91;eor                                                            
         2932;20210925;    1.1;    1.5;    2.3;   17.5;   17.3;   16.9;   16.5;   16.7;    0;   34;   55;   85;   85;   83;   79;   70;   65;   17.2;   17.5;    0;    0;    1.8;    1.7;    1.7;    1.5;    0.6;    0.4;    0.4;   86;   91;eor                                                            
         2932;20210926;    1.3;    1.8;    3.4;   18.1;   17.8;   17.2;   16.7;   16.6;    0;   32;   53;   84;   85;   83;   79;   69;   64;   17.8;   18.1;    0;    0;    2.0;    2.1;    2.0;    1.8;    0.7;    0.4;    0.5;   85;   91;eor                                                            
         2932;20210927;    1.4;    1.4;    1.2;   18.9;   18.7;   18.1;   17.0;   16.6;    0;   77;   55;   83;   84;   83;   79;   77;   77;   18.7;   18.9;    0;    0;    1.3;    1.3;    1.3;    1.6;    1.4;    1.3;    1.3;   99;   99;eor                                                            
